budget,original_title,release_date,revenue,runtime,vote_average,actor1,actor2,actor3,director,genre,profit
1200000,Saw,2004-10-01,103911669,103.0,7.2,Cary Elwes,Danny Glover,Monica Potter,James Wan,Mystery,103.0
3000000,Super Troopers,2001-01-18,18492362,100.0,6.6,,Jay Chandrasekhar,Steve Lemme,Jay Chandrasekhar,Crime,15.0
1300000,Los insólitos peces gato,2013-08-10,0,87.0,5.7,Lisa Owen,Ximena Ayala,Sonia Franco,Claudia Sainte-Luce,Comedy,-1.0
0,Monsoon Wedding,2001-08-30,0,114.0,6.8,Naseeruddin Shah,Lillete Dubey,,Mira Nair,Romance,0.0
0,You Can Count on Me,2000-11-17,0,111.0,6.8,Laura Linney,Mark Ruffalo,Matthew Broderick,Kenneth Lonergan,Drama,0.0
1200000,The Trouble with Harry,1955-10-03,7000000,99.0,6.9,Edmund Gwenn,John Forsythe,Shirley MacLaine,Alfred Hitchcock,Mystery,6.0
0,But I'm a Cheerleader,1999-09-12,0,85.0,6.5,Natasha Lyonne,Brandt Wille,Bud Cort,Jamie Babbit,Comedy,0.0
1200000,Home Run,2013-04-19,2861020,114.0,6.3,Scott Elrod,Dorian Brown,Charles Henry Wyson,David Boyd,Drama,2.0
1200000,Reservoir Dogs,1992-09-02,14661007,99.0,8.0,Harvey Keitel,Tim Roth,Michael Madsen,Quentin Tarantino,Crime,13.0
0,The Blue Bird,1940-01-19,0,88.0,6.4,Shirley Temple,Spring Byington,Nigel Bruce,Walter Lang,Family,0.0
1200000,"Il buono, il brutto, il cattivo",1966-12-23,6000000,161.0,8.1,Eli Wallach,Clint Eastwood,Lee Van Cleef,Sergio Leone,Western,5.0
0,Que Horas Ela Volta?,2015-02-08,0,110.0,7.8,Regina Casé,Michel Joelsas,Camila Márdila,Anna Muylaert,Drama,0.0
1250000,Blue Like Jazz,2012-04-13,0,106.0,5.8,Marshall Allman,Claire Holt,Tania Raymonde,Steve Taylor,Drama,-1.0
0,Down & Out With The Dolls,2003-03-20,0,88.0,0.0,,,,,Music,0.0
900000,"Pink Ribbons, Inc.",2011-09-11,25000,97.0,6.8,,Samantha King,Barbara Brenner,Léa Pool,Documentary,-1.0
1200000,Certifiably Jonathan,2007-03-01,0,85.0,0.0,Jonathan Winters,Robin Williams,Sarah Silverman,James David Pasternak,Comedy,-1.0
1344000,Q,2011-09-14,0,103.0,4.1,Déborah Révy,Hélène Zimmer,Gowan Didi,Laurent Bouhnik,Romance,-1.0
0,La Navaja De Don Juan,2013-10-27,0,98.0,0.0,,Juan Carlos Montoya,Rodrigo Viaggio,Tom Sanchez,Comedy,0.0
0,Grand Theft Parsons,2003-06-18,0,88.0,6.0,Johnny Knoxville,Christina Applegate,Gabriel Macht,David Caffrey,Adventure,0.0
0,Extreme Movie,2008-12-05,0,88.0,3.9,Patrick J. Adams,Ryan Pinkston,Denise Boutte,Adam Jay Epstein,Comedy,0.0
1200000,The Charge of the Light Brigade,1936-10-20,2736000,115.0,6.8,Errol Flynn,Olivia de Havilland,Patric Knowles,Michael Curtiz,Drama,2.0
0,Below Zero,2011-10-22,0,0.0,4.4,Edward Furlong,Michael Berryman,Kristin Booth,Justin Thomas Ostensen,Thriller,0.0
2600000,Airborne,1993-09-17,2850263,91.0,6.1,Shane McDermott,Seth Green,Brittney Powell,Rob Bowman,Action,0.0
1200000,Cotton Comes to Harlem,1970-05-27,0,97.0,6.7,Godfrey Cambridge,Raymond St. Jacques,Calvin Lockhart,Ossie Davis,Adventure,-1.0
0,The Wicked Within,2015-10-16,0,91.0,4.2,Sienna Guillory,Gianni Capaldi,Enzo Cilenti,Jay Alaimo,Horror,0.0
0,Bleeding Hearts,2013-06-01,0,0.0,2.0,,Robert Loggia,Charles Durning,Dylan Bank,Horror,0.0
3000000,Waiting...,2005-10-07,18637690,94.0,6.2,Ryan Reynolds,Anna Faris,Justin Long,Rob McKittrick,Comedy,16.0
0,Dead Man's Shoes,2004-09-29,0,90.0,7.2,Paddy Considine,Gary Stretch,Toby Kebbell,Shane Meadows,Crime,0.0
1100000,From a Whisper to a Scream,1987-09-25,1400000,99.0,6.8,Vincent Price,Clu Gulager,Terry Kiser,Jeff Burr,Horror,0.0
0,Sex With Strangers,2002-02-22,0,0.0,5.0,,,,,Documentary,0.0
1596010,Dracula: Pages from a Virgin's Diary,2002-02-28,0,75.0,6.9,Wei-Qiang Zhang,Tara Birtwhistle,David Moroni,Guy Maddin,Horror,-2.0
0,Faith Like Potatoes,2006-10-27,0,97.0,6.0,Frank Rautenbach,Jeanne Neilson,Hamilton Dlamini,Regardt van den Bergh,Drama,0.0
1100000,Beyond the Black Rainbow,2010-12-03,0,110.0,5.7,Michael Rogers,,Scott Hylands,Panos Cosmatos,Horror,-1.0
1100000,Serbuan maut,2011-09-08,4105187,101.0,7.3,Iko Uwais,Joe Taslim,Donny Alamsyah,Gareth Evans,Thriller,3.0
0,The Dead Undead,2010-05-13,0,90.0,3.1,Luke Goss,Joshua Alba,Matthew R. Anderson,Matthew R. Anderson,Action,0.0
0,The Vatican Exorcisms,2013-05-29,0,0.0,4.4,Joe Marino,,,Joe Marino,Documentary,0.0
878000,Casablanca,1942-11-26,10462500,102.0,7.9,Humphrey Bogart,Ingrid Bergman,Paul Henreid,Michael Curtiz,Drama,10.0
0,Lake Mungo,2008-06-17,0,84.0,6.1,Talia Zucker,Rosie Traynor,David Pledger,Joel Anderson,Horror,0.0
1250000,Rocket Singh: Salesman of the Year,2009-12-11,0,156.0,7.0,Ranbir Kapoor,Sumeet Darshan Dobhal,,Shimit Amin,Comedy,-1.0
1000000,Silent Running,1972-03-09,0,89.0,6.3,Bruce Dern,Cliff Potts,Ron Rifkin,Douglas Trumbull,Drama,-1.0
1000000,Rocky,1976-11-21,117235147,119.0,7.5,Sylvester Stallone,Talia Shire,Burt Young,John G. Avildsen,Drama,116.0
0,The Sleepwalker,2014-01-20,0,92.0,4.1,,Christopher Abbott,Brady Corbet,Mona Lerche,Drama,0.0
1000000,Tom Jones,1963-10-06,37600000,128.0,6.1,Albert Finney,Susannah York,Hugh Griffith,Tony Richardson,Comedy,37.0
1000000,Unfriended,2015-04-17,62882090,82.0,5.5,Shelley Hennig,Moses Jacob Storm,Renee Olstead,Levan Gabriadze,Thriller,62.0
1300000,Taxi Driver,1976-02-07,28262574,114.0,8.0,Robert De Niro,Cybill Shepherd,Harvey Keitel,Martin Scorsese,Crime,27.0
1000000,The Howling,1981-04-03,17985893,91.0,6.4,Patrick Macnee,Dennis Dugan,Christopher Stone,Joe Dante,Horror,17.0
950000,Dr. No,1962-10-04,59600000,110.0,6.9,Sean Connery,Ursula Andress,Joseph Wiseman,Terence Young,Adventure,59.0
0,Chernobyl Diaries,2012-05-24,18112929,88.0,4.9,Jesse McCartney,Jonathan Sadowski,Olivia Taylor Dudley,Bradley Parker,Horror,18.0
1000000,Hellraiser,1987-09-11,14564027,94.0,6.9,Andrew Robinson,Clare Higgins,Ashley Laurence,Clive Barker,Horror,14.0
5000000,God's Not Dead 2,2016-04-01,23507567,121.0,5.7,Hayley Orrantia,Melissa Joan Hart,Jesse Metcalfe,Harold Cronk,Drama,19.0
1000000,Cry_Wolf,2005-09-16,10047674,90.0,5.6,Julian Morris,Lindy Booth,Jared Padalecki,Jeff Wadlow,Thriller,9.0
1000000,Gojira ni-sen mireniamu,1999-12-11,10037390,107.0,5.9,Takehiro Murata,Naomi Nishida,Mayu Suzuki,Takao Okawara,Action,9.0
3500000,Blue Valentine,2010-12-27,16566240,112.0,6.9,Ryan Gosling,Michelle Williams,Mike Vogel,Derek Cianfrance,Drama,13.0
1000000,Transamerica,2005-12-23,13350369,103.0,6.9,Felicity Huffman,Kevin Zegers,Elizabeth Peña,Duncan Tucker,Drama,12.0
1000000,The Devil Inside,2012-01-06,101758490,83.0,4.6,Fernanda Andrade,Simon Quarterman,Evan Helmuth,William Brent Bell,Thriller,101.0
2090000,Beyond the Valley of the Dolls,1970-07-17,40000000,109.0,6.6,Dolly Read,Cynthia Myers,Marcia McBroom,Russ Meyer,Drama,38.0
1000000,Love Me Tender,1956-11-15,9000000,89.0,5.5,Richard Egan,Debra Paget,Elvis Presley,Robert D. Webb,Action,8.0
1000000,An Inconvenient Truth,2006-01-24,46243000,100.0,6.7,Al Gore,Billy West,Ronald Reagan,Davis Guggenheim,Documentary,45.0
1000000,Sands of Iwo Jima,1949-12-14,7800000,100.0,6.2,John Wayne,John Agar,Adele Mara,Allan Dwan,History,7.0
0,Shine a Light,2008-02-07,0,122.0,7.2,Mick Jagger,Keith Richards,Charlie Watts,Martin Scorsese,Documentary,0.0
5000000,The Green Inferno,2014-09-04,6833445,100.0,5.0,Lorenza Izzo,Ariel Levy,Sky Ferreira,Eli Roth,Action,2.0
0,Departure,2016-05-20,0,109.0,7.5,Juliet Stevenson,Alex Lawther,Phénix Brossard,Andrew Steggall,Family,0.0
1000000,The Sessions,2012-05-02,9138338,98.0,6.6,John Hawkes,Helen Hunt,William H. Macy,Ben Lewin,Drama,8.0
0,"Food, Inc.",2008-09-07,0,94.0,7.4,Michael Pollan,Eric Schlosser,Richard Lobb,Robert Kenner,Documentary,0.0
0,October Baby,2011-10-30,5355847,107.0,6.8,Rachel Hendrix ,Jason Burkey,Robert Amaya ,Andrew Erwin,Drama,5.0
0,Next Stop Wonderland,1998-08-21,0,96.0,6.0,Hope Davis,Philip Seymour Hoffman,Holland Taylor,Brad Anderson,Drama,0.0
0,The Skeleton Twins,2014-01-18,5284309,90.0,6.7,Kristen Wiig,Bill Hader,Luke Wilson,Craig Johnson,Drama,5.0
0,Martha Marcy May Marlene,2011-10-21,3538446,101.0,6.7,Elizabeth Olsen,Hugh Dancy,John Hawkes,Sean Durkin,Thriller,4.0
0,Obvious Child,2014-06-06,3123963,83.0,6.7,Jenny Slate,Jake Lacy,Gaby Hoffmann,Gillian Robespierre,Romance,3.0
0,Frozen River,2008-08-01,0,97.0,6.7,Melissa Leo,Misty Upham,Charlie McDermott,Courtney Hunt,Drama,0.0
1000000,20 Feet from Stardom,2013-06-14,0,89.0,7.4,Bette Midler,Mick Jagger,Sting,Morgan Neville,Documentary,-1.0
1000000,Two Girls and a Guy,1997-09-07,2057193,84.0,5.4,Robert Downey Jr.,Natasha Gregson Wagner,Heather Graham,James Toback,Drama,1.0
0,Walking and Talking,1996-07-17,0,86.0,6.6,Catherine Keener,Anne Heche,Liev Schreiber,Nicole Holofcener,Comedy,0.0
1000000,Who Killed the Electric Car?,2006-08-04,1678874,92.0,7.2,Martin Sheen,Mel Gibson,Tom Hanks,Chris Paine,Documentary,1.0
1000000,The Broken Hearts Club: A Romantic Comedy,2000-02-01,1744858,94.0,6.3,Ben Weber,Timothy Olyphant,Matt McGrath,Greg Berlanti,Comedy,1.0
1000000,Bubba Ho-tep,2002-06-09,0,92.0,6.7,Bruce Campbell,Ossie Davis,Ella Joyce,Don Coscarelli,Thriller,-1.0
1,Slam,1998-10-07,0,100.0,6.7,Saul Williams,Sonja Sohn,Bonz Malone,Marc Levin,Drama,-0.0
1000000,Brigham City,2001-03-30,852206,119.0,7.3,Richard Dutcher,Matthew A. Brown,Wilford Brimley,Richard Dutcher,Mystery,-0.0
1000000,Fiza,2000-09-08,623791,170.0,6.1,Hrithik Roshan,Karisma Kapoor,Jaya Bachchan,Khalid Mohammed,Romance,-0.0
1000000,Orgazmo,1997-09-06,0,94.0,6.2,Trey Parker,Dian Bachar,Matt Stone,Trey Parker,Comedy,-1.0
0,All the Real Girls,2003-08-01,0,108.0,5.9,Paul Schneider,Zooey Deschanel,Danny McBride,David Gordon Green,Drama,0.0
0,Dream with the Fishes,1997-01-01,0,97.0,7.7,David Arquette,Brad Hunt,Kathryn Erbe,,Comedy,0.0
1000000,Blue Car,2002-01-11,464000,92.0,6.7,Margaret Colin,Agnes Bruckner,David Strathairn,Karen Moncrieff,Drama,-1.0
0,Palo Alto,2014-05-09,0,100.0,6.4,Emma Roberts,Jack Kilmer,Nat Wolff,Gia Coppola,Drama,0.0
0,Ajami,2009-09-17,0,120.0,6.8,Fouad Habash,Nisrine Rihan,Elias Saba,Scandar Copti,Crime,0.0
0,Wristcutters: A Love Story,2006-01-24,0,88.0,6.7,Patrick Fugit,Shannyn Sossamon,Shea Whigham,Goran Dukic,Romance,0.0
0,I Origins,2014-07-18,336472,106.0,7.5,Michael Pitt,Brit Marling,Astrid Bergès-Frisbey,Mike Cahill,Science Fiction,0.0
1000000,The Battle of Shaker Heights,2003-08-22,0,79.0,5.6,Shia LaBeouf,Elden Henson,Amy Smart,Kyle Rankin,Drama,-1.0
1000000,Jagal,2012-08-31,444575,115.0,7.5,Anwar Congo,Herman Koto,Syamsul Arifin,Joshua Oppenheimer,Documentary,-1.0
1000000,Taxi to the Dark Side,2007-04-30,274661,106.0,6.6,Brian Keith Allen,Moazzam Begg,Christopher Beiring,Alex Gibney,Documentary,-1.0
1000000,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006-01-01,0,97.0,4.7,Pelé,Franz Beckenbauer,Carlos Alberto,Paul Crowder,Documentary,-1.0
0,Guiana 1838,2004-09-24,0,120.0,2.8,Aasheekaa Bathija,Thomas Garvey,Kumar Gaurav,Rohit Jagessar,Drama,0.0
1000000,Antarctica: A Year on Ice,2013-09-05,0,92.0,7.2,Genevieve Bachman,William Brotman,Michael Christiansen,Anthony Powell,Drama,-1.0
650000,A LEGO Brickumentary,2015-07-31,0,93.0,6.4,,Jason Bateman,Matthias Klie,Kief Davidson,Documentary,-1.0
1000000,Hardflip,2012-06-01,0,114.0,4.7,Randy Wayne,John Schneider,Rosanna Arquette,Johnny Remo,Drama,-1.0
0,Chocolate: Deep Dark Secrets,2005-09-16,0,200.0,3.4,Anil Kapoor,Sunil Shetty,Arshad Warsi,Vivek Agnihotri,Thriller,0.0
0,The House of the Devil,2009-04-25,0,95.0,6.0,Jocelin Donahue,Mary Woronov,Greta Gerwig,Ti West,Mystery,0.0
0,The Perfect Host,2010-07-01,14870,93.0,6.2,David Hyde Pierce,Clayne Crawford,Nathaniel Parker,Nick Tomnay,Crime,0.0
0,Safe Men,1998-08-17,0,88.0,6.3,Sam Rockwell,Steve Zahn,Paul Giamatti,John Hamburg,Comedy,0.0
1000000,Speedway Junky,1999-02-11,0,104.0,5.2,Jesse Bradford,Jordan Brower,Jonathan Taylor Thomas,Nickolas Perry,Drama,-1.0
0,The Last Big Thing,1998-09-23,0,98.0,6.0,Dan Zukovic,Mark Ruffalo,Sibel Ergener,Dan Zukovic,Comedy,0.0
0,The Specials,2000-09-22,0,82.0,5.5,Jordan Ladd,Rob Lowe,Jamie Kennedy,Craig Mazin,Comedy,0.0
0,16 to Life,2009-09-19,0,118.0,4.4,Hallee Hirsh,Theresa Russell,Shiloh Fernandez,Becky Smith,Romance,0.0
1000000,Alone With Her,2006-04-28,10018,78.0,6.2,Colin Hanks,Ana Claudia Talancón,Jordana Spiro,Eric Nicholas,Crime,-1.0
1000000,Creative Control,2016-03-11,0,97.0,5.4,Benjamin Dickinson,Nora Zehetner,Dan Gill,Benjamin Dickinson,Science Fiction,-1.0
1000000,Special,2006-01-30,7202,81.0,6.6,Michael Rapaport,,Josh Peck,Hal Haberman,Science Fiction,-1.0
0,The Helix... Loaded,2005-01-01,0,97.0,4.8,,,,,Science Fiction,0.0
0,In Her Line of Fire,2006-04-21,0,88.0,3.3,Mariel Hemingway,David Keith,David Millbern,Brian Trenchard-Smith,Drama,0.0
0,The Jimmy Show,2002-01-16,0,96.0,8.0,Frank Whaley,Carla Gugino,Ethan Hawke,Frank Whaley,Comedy,0.0
1000000,Heli,2013-08-09,0,105.0,6.2,Armando Espitia,Andrea Vergara,Linda Gonzalez,Amat Escalante,Drama,-1.0
0,Karachi se Lahore,2015-07-31,0,0.0,8.0,,Shehzad Sheikh,Ayesha Omar,,Comedy,0.0
900000,Loving Annabelle,2006-03-08,0,76.0,6.4,Erin Kelly,Diane Gaidry,Laura Breckenridge,Katherine Brooks,Drama,-1.0
1000000,Hits,2014-01-21,0,96.0,4.9,Meredith Hagner,Matt Walsh,James Adomian,David Cross,Drama,-1.0
0,Jimmy and Judy,2006-01-01,0,99.0,5.4,Edward Furlong,Rachael Bella,William Sadler,Randall Rubin,Action,0.0
0,Frat Party,2009-01-01,0,84.0,3.5,Randy Wayne,Caroline D'Amore,Jareb Dauplaise,Robert Bennett,Romance,0.0
0,The Party's Over,1965-04-22,0,94.0,6.1,Oliver Reed,Clifford David,Ann Lynn,Guy Hamilton,Drama,0.0
0,Proud,2004-07-02,0,87.0,5.5,,Vernel Bagneris,Marcus Chait,Mary Pat Kelly,Drama,0.0
0,The Poker House,2008-06-20,0,93.0,6.1,Jennifer Lawrence,Selma Blair,Bokeem Woodbine,Lori Petty,Drama,0.0
0,ZMD: Zombies of Mass Destruction,2009-01-01,0,92.0,4.7,Janette Armand,Doug Fahl,Cooper Hopkins,Kevin Hamedani,Horror,0.0
1000000,Snow White: A Deadly Summer,2012-03-16,0,85.0,4.8,Shanley Caswell,Maureen McCormick,Eric Roberts,David DeCoteau,Thriller,-1.0
0,A escondidas,2014-10-03,0,96.0,7.6,Germán Alcarazu,Adil Koukouh,Ana Wagener,Mikel Rueda,Drama,0.0
1000000,My Last Day Without You,2011-06-11,0,90.0,5.7,Ken Duken,Nicole Beharie,Reg E. Cathey,Stefan C. Schaefer,Romance,-1.0
0,Steppin: The Movie,2009-05-19,0,85.0,5.0,Wesley Jonathan,Chrystee Pharris,Anthony Anderson,Michael Taliferro,Romance,0.0
1000000,Doc Holliday's Revenge,2014-06-01,0,84.0,3.2,,Tom Berenger,Ashley Hayes,David DeCoteau,Western,-1.0
0,Black Rock,2012-01-21,0,83.0,4.9,Kate Bosworth,Lake Bell,Jay Paulson,Katie Aselton,Thriller,0.0
0,Truth or Dare,2012-08-05,0,95.0,5.7,Liam Boyle,Jack Gordon,Florence Hall,Robert Heath,Horror,0.0
0,The Pet,2006-05-17,0,94.0,5.3,Pierre Dulat,Andrea Edmondson,Summer Nguyen,D. Stevens,Thriller,0.0
1000000,Bang Bang Baby,2014-09-08,0,90.0,6.6,Jane Levy,Peter Stormare,Justin Chatwin,Jeffrey St. Jules,Drama,-1.0
1,Fear Clinic,2014-10-31,0,95.0,4.0,,Thomas Dekker,Robert Englund,Robert Hall,Horror,-0.0
0,Zombie Hunter,2013-07-25,0,93.0,3.5,Martin Copping,Danny Trejo,Clare Niederpruem,Kevin King,Science Fiction,0.0
0,A Fine Step,2014-04-16,0,90.0,4.1,Luke Perry,Anna Claire Sneed,Leonor Varela,Jonathan Meyers,Drama,0.0
950000,Charly,1968-09-23,814666,103.0,6.6,Cliff Robertson,Claire Bloom,Lilia Skala,Ralph Nelson,Drama,-0.0
950000,Banshee Chapter,2013-08-26,0,87.0,5.7,Ted Levine,Katia Winter,Michael McMillian,Blair Erickson,Thriller,-1.0
950000,Ask Me Anything,2014-04-19,0,100.0,5.5,Britt Robertson,Christian Slater,Justin Long,Allison Burnett,Thriller,-1.0
0,And Then Came Love,2007-01-01,0,90.0,5.0,Kevin Daniels,Michael Boatman,Jeremy Gumbs,Richard Schenkman,Romance,0.0
913000,Food Chains,2014-04-26,0,83.0,7.4,,,,Sanjay Rawal,Documentary,-1.0
910000,On the Waterfront,1954-06-22,9600000,108.0,8.0,Marlon Brando,Karl Malden,Lee J. Cobb,Elia Kazan,Crime,9.0
930000,L!fe Happens,2011-06-18,30905,100.0,5.3,Krysten Ritter,Kate Bosworth,Rachel Bilson,Kat Coiro,Comedy,-1.0
852510,"4 luni, 3 săptămîni și 2 zile",2007-08-24,1185783,113.0,7.3,Anamaria Marinca,Laura Vasiliu,Vlad Ivanov,Cristian Mungiu,Drama,0.0
0,The Horror Network Vol. 1,2015-10-27,0,0.0,5.0,,Nick Frangione,Artem Mishin,Joseph Graham,Horror,0.0
950000,Hard Candy,2005-01-14,7022209,103.0,6.8,Patrick Wilson,Ellen Page,Sandra Oh,David Slade,Thriller,6.0
900000,The Quiet,2005-09-12,381420,96.0,6.1,Elisha Cuthbert,Camilla Belle,Edie Falco,Jamie Babbit,Thriller,-1.0
0,Circumstance,2011-08-26,0,107.0,7.4,Nikohl Boosheri,Sarah Kazemy,Reza Sixo Safai,Maryam Keshavarz,Drama,0.0
0,Fruitvale Station,2013-07-25,17385830,85.0,7.3,Michael B. Jordan,Octavia Spencer,Melonie Diaz,Ryan Coogler,Drama,17.0
0,The Brass Teapot,2012-09-08,0,100.0,5.8,Juno Temple,Michael Angarano,Alexis Bledel,Ramaa Mosley,Fantasy,0.0
858000,Bambi,1942-08-14,267447150,70.0,6.8,Donnie Dunagan,Peter Behn,Stan Alexander,David Hand,Animation,267.0
0,The Hammer,2007-04-01,0,88.0,6.5,Adam Carolla,Oswaldo Castillo,Harold House Moore,Charles Herman-Wurmfeld,Comedy,0.0
850000,Latter Days,2003-07-10,819939,107.0,6.7,Steve Sandvoss,Wes Ramsey,Jacqueline Bisset,C. Jay Cox,Drama,-0.0
0,Le bonheur d'Elza,2011-04-11,0,78.0,0.0,Stana Roumillac,Vincent Byrd Le Sage,Christophe Cherki,Mariette Monpierre,Drama,0.0
1000000,1982,2013-12-31,0,90.0,5.0,Bokeem Woodbine,Sharon Leal,Wayne Brady,Tommy Oliver,Drama,-1.0
850000,"For a Good Time, Call...",2012-08-31,1243961,85.0,5.8,Ari Graynor,Lauren Miller,Mark Webber,Jamie Travis,Comedy,0.0
0,Celeste & Jesse Forever,2012-08-03,3094813,91.0,6.4,Rashida Jones,Andy Samberg,Elijah Wood,Lee Toland Krieger,Romance,3.0
0,Time Changer,2002-10-25,0,95.0,5.2,D. David Morin,Gavin MacLeod,Hal Linden,Rich Christiano,Family,0.0
0,London to Brighton,2006-12-01,0,85.0,6.5,Georgia Groome,Johnny Harris,Sam Spruell,Paul Andrew Williams,Thriller,0.0
0,American Hero,2015-12-11,0,86.0,5.0,,Stephen Dorff,Eddie Griffin,Nick Love,Action,0.0
0,Windsor Drive,2015-06-26,0,90.0,2.0,,Samaire Armstrong,Anna Gurji,Natalie Bible',Mystery,0.0
800000,جدایی نادر از سیمین,2011-03-15,0,123.0,7.7,Leila Hatami,Kimia Hosseini,Merila Zarei,Asghar Farhadi,Drama,-1.0
0,Crying with Laughter,2009-06-01,0,93.0,7.0,Stephen McCole,Malcolm Shields,Andrew Neil,Justin Molotnikov,Drama,0.0
0,Welcome to the Dollhouse,1995-05-24,0,88.0,6.9,Heather Matarazzo,Victoria Davis,Christina Brucato,Todd Solondz,Drama,0.0
800000,Ruby in Paradise,1993-10-08,1001437,114.0,5.6,Ashley Judd,Todd Field,Bentley Mitchum,Victor Nunez,Romance,0.0
800000,Raising Victor Vargas,2002-05-16,2816116,88.0,7.8,Victor Rasuk,Judy Marte,Melonie Diaz,Peter Sollett,Romance,2.0
0,Die Büchse der Pandora,1929-01-30,0,109.0,7.6,Louise Brooks,Fritz Kortner,Francis Lederer,G.W. Pabst,Drama,0.0
0,Cama adentro,2004-09-21,0,83.0,7.8,Norma Aleandro,Norma Argentina ,Marcos Mundstock,Jorge Gaggero,Foreign,0.0
0,Deterrence,2000-03-10,0,101.0,6.1,Kevin Pollak,Timothy Hutton,Sheryl Lee Ralph,Rod Lurie,Drama,0.0
800000,The Mudge Boy,2003-01-17,62852,94.0,7.3,Emile Hirsch,Tom Guiry,Richard Jenkins,Michael Burke,Drama,-1.0
0,The Young Unknowns,2000-03-12,0,87.0,0.0,Devon Gummersall,Arly Jover,Eion Bailey,Catherine Jelski,Drama,0.0
0,Not Cool,2014-09-23,0,90.0,3.7,,Shane Dawson,Cherami Leigh,Shane Dawson,Comedy,0.0
800000,Død snø,2009-01-09,1984662,91.0,6.1,Charlotte Frogner,Stig Frode Henriksen,Vegar Hoel,Tommy Wirkola,Horror,1.0
780000,Saints and Soldiers,2003-09-11,0,90.0,6.6,Larry Bagby,Alexander Polinsky,Kirby Heyborne,Ryan Little,History,-1.0
0,Vessel,2012-10-28,0,14.0,5.9,Brandon Bales,Brandy Maasch,Julie Mintz,Clark Baker,Science Fiction,0.0
777000,American Graffiti,1973-08-01,140000000,110.0,6.9,Richard Dreyfuss,Ron Howard,Paul Le Mat,George Lucas,Drama,139.0
0,Iraq for Sale: The War Profiteers,2006-01-01,0,75.0,8.0,Shereef Akeel,,,Robert Greenwald,Documentary,0.0
0,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007-04-13,0,86.0,6.5,Dana Snyder,Carey Means,Dave Willis,Dave Willis,Comedy,0.0
750000,Safety Not Guaranteed,2012-06-08,4007792,85.0,6.8,Aubrey Plaza,Mark Duplass,Jake Johnson,Colin Trevorrow,Comedy,3.0
0,Kevin Hart: Laugh at My Pain,2011-09-09,0,89.0,7.7,Kevin Hart,Na'im Lynn,,Tim Story,Comedy,0.0
500000,Kill List,2011-09-02,171760,95.0,6.0,Neil Maskell,MyAnna Buring,Harry Simpson,Ben Wheatley,Horror,-0.0
750000,The Innkeepers,2011-12-01,78396,102.0,5.4,Sara Paxton,Pat Healy,Kelly McGillis,Ti West,Horror,-1.0
750000,Il conformista,1970-10-21,0,107.0,7.6,Jean-Louis Trintignant,Stefania Sandrelli,Gastone Moschin,Bernardo Bertolucci,Drama,-1.0
500000,Interview with the Assassin,2002-05-09,0,88.0,5.6,Dylan Haggerty,Renee Faia,Dennis Lau,Neil Burger,Drama,-0.0
0,Donkey Punch,2008-07-18,0,99.0,4.5,Nichola Burley,Sian Breckin,Jaime Winstone,Olly Blackburn,Thriller,0.0
750000,All the Boys Love Mandy Lane,2008-02-15,0,90.0,5.7,Amber Heard,Anson Mount,Michael Welch,Jonathan Levine,Horror,-1.0
0,Bled,2008-01-01,0,95.0,3.8,Sarah Farooqui,Chris Ivan Cevic,Alex Petrovitch,Christopher Hutson,Horror,0.0
730000,High Noon,1952-03-27,8000000,85.0,7.6,Gary Cooper,Grace Kelly,Thomas Mitchell,Fred Zinnemann,Western,7.0
700000,Hoop Dreams,1994-09-12,7830611,171.0,7.7,William Gates,Arthur Agee,Steve James,Steve James,Documentary,7.0
0,Rize,2005-01-15,0,86.0,5.9,Christopher Toler,Tommy the Clown,Miss Prissy,David LaChapelle,Documentary,0.0
700000,L.I.E. Long Island Expressway,2001-01-20,1667192,97.0,6.7,Paul Dano,Bruce Altman,Brian Cox,Michael Cuesta,Drama,1.0
0,The Sisterhood of Night,2015-04-10,0,104.0,6.5,Kara Hayward,Georgie Henley,Olivia DeJonge,Caryn Waechter,Thriller,0.0
0,B-Girl,2009-07-29,0,84.0,5.5,Julie 'Jules' Urich,Missy Yager,Wesley Jonathan,Emily Dell,Crime,0.0
700000,Half Nelson,2006-08-11,4911725,107.0,6.5,Ryan Gosling,Jeff Lima,Shareeka Epps,Ryan Fleck,Drama,4.0
700000,Naturally Native,1999-10-08,10508,107.0,0.0,,Valerie Red-Horse,Yvonne Russo,Valerie Red-Horse,Drama,-1.0
0,Hav Plenty,1997-09-11,0,92.0,0.0,Christopher Scott Cherot,Chenoa Maxwell,Tammi Katherine Jones,Christopher Scott Cherot,Comedy,0.0
750000,Adulterers,2016-01-05,0,80.0,5.2,Sean Faris,Danielle Savre,Mehcad Brooks,H.M. Coakley,Crime,-1.0
650,Escape from Tomorrow,2013-10-11,0,90.0,4.8,Roy Abramsohn,Elena Schuber,Katelynn Rodriguez,Randy Moore,Horror,-0.0
0,Starsuckers,2009-09-30,0,103.0,6.2,Ellis Cashmore,Max Clifford,Richard Curtis,Chris Atkins,Documentary,0.0
0,The Hadza:  Last of the First,2014-10-31,0,70.0,0.0,,,,Bill Benenson,Documentary,0.0
0,After,2012-08-27,0,90.0,5.6,Steven Strait,Karolina Wydra,Sandra Ellis Lafferty,Ryan Smith,Mystery,0.0
